tconst	ordering	nconst	category	job	characters
tt0892769	10	nm0036366	producer	producer	\N
tt0892769	1	nm0059431	actor	\N	["Hiccup"]
tt0892769	2	nm0124930	actor	\N	["Stoick"]
tt0892769	3	nm2395586	actor	\N	["Fishlegs"]
tt0892769	4	nm0272401	actor	\N	["Gobber"]
tt0892769	5	nm0213450	director	\N	\N
tt0892769	6	nm0761498	director	\N	\N
tt0910970	1	nm0123785	actor	\N	["WALL·E","M-O","Robots"]
tt0910970	2	nm2264184	actress	\N	["EVE"]
tt0910970	3	nm0307531	actor	\N	["Captain"]
tt0910970	4	nm0929609	actor	\N	["Shelby Forthright"]
tt0910970	5	nm0004056	director	\N	\N
tt0910970	8	nm0606640	producer	producer	\N
tt0911010	10	nm0620451	self	\N	["Himself"]
tt0911010	1	nm0013133	self	\N	["Himself"]
tt0911010	2	nm2750070	self	\N	["Himself"]
tt0911010	3	nm2733703	self	\N	["Herself"]
tt0911010	4	nm0421839	self	\N	["Himself"]
tt0911010	5	nm0645574	director	\N	\N
tt0911010	7	nm1593307	self	\N	["Himself"]
tt0911010	8	nm2747884	self	\N	["Herself"]
tt0911010	9	nm2731798	self	\N	["Herself"]
tt0912593	1	nm0001714	actor	\N	["Narrator"]
tt0912593	2	nm2825311	self	\N	["Himself"]
tt0912593	3	nm2513756	self	\N	["Himself"]
tt0912593	4	nm2828909	self	\N	["Himself"]
tt0912593	5	nm2480587	director	\N	\N
tt0912593	6	nm1220177	producer	producer	\N
tt0912593	7	nm2513737	producer	producer	\N
tt0912593	8	nm2511737	producer	producer	\N
tt0923752	1	nm2528248	self	\N	["Himself - Donkey Kong Challenger"]
tt0923752	2	nm1034777	self	\N	["Himself"]
tt0923752	3	nm2791257	self	\N	["Himself"]
tt0923752	4	nm2794419	self	\N	["Himself"]
tt0923752	5	nm1164861	director	\N	\N
tt0923752	6	nm2060819	producer	producer	\N
tt0925130	10	nm2062677	actor	\N	\N
tt0925130	1	nm0595934	actor	\N	["Mohan Babu"]
tt0925130	2	nm2059736	actor	\N	["Suryam"]
tt0925130	3	nm1380415	actress	\N	["Madhubala"]
tt0925130	4	nm2747117	actress	\N	\N
tt0925130	5	nm1229151	director	\N	\N
tt0925130	7	nm0019382	actor	\N	\N
tt0925130	8	nm0025654	actor	\N	\N
tt0925130	9	nm0045064	actor	\N	\N
tt0925248	10	nm0063765	self	\N	["Himself"]
tt0925248	1	nm0004696	self	\N	["Himself"]
tt0925248	5	nm2270163	director	\N	\N
tt0925248	6	nm1776630	producer	producer	\N
tt0929620	10	nm0004469	actor	\N	\N
tt0929620	1	nm0595934	actor	\N	["Pandu"]
tt0929620	2	nm0996625	actress	\N	["Kaveri"]
tt0929620	3	nm0007806	actor	\N	\N
tt0929620	4	nm1298052	actor	\N	\N
tt0929620	5	nm2489853	director	\N	\N
tt0929620	7	nm0080238	actor	\N	\N
tt0929620	8	nm0103977	actor	\N	["Hero friend"]
tt0929620	9	nm1237380	actor	\N	\N
tt0947798	10	nm0005219	producer	producer	\N
tt0947798	1	nm0000204	actress	\N	["Nina Sayers","The Swan Queen"]
tt0947798	2	nm0005109	actress	\N	["Lily","The Black Swan"]
tt0947798	3	nm0001993	actor	\N	["Thomas Leroy","The Gentleman"]
tt0947798	4	nm0000213	actress	\N	["Beth Macintyre","The Dying Swan"]
tt0947798	5	nm0004716	director	\N	\N
tt0947798	9	nm0291542	producer	producer	\N
tt0965382	3	nm2136382	self	\N	["Himself"]
tt0965382	4	nm0000953	self	\N	["Himself"]
tt0965382	5	nm0109176	producer	producer	\N
tt0965382	6	nm0237041	producer	producer	\N
tt0978762	1	nm0001057	actress	\N	["Mary Daisy Dinkle"]
tt0978762	2	nm0000450	actor	\N	["Max Jerry Horovitz"]
tt0978762	3	nm0051509	actor	\N	["Damien"]
tt0978762	4	nm0402032	actor	\N	["Narrator"]
tt0978762	5	nm0254178	director	\N	\N
tt0978762	6	nm0177707	producer	producer	\N
tt0986264	1	nm2594301	actor	\N	["Ishaan Awasthi"]
tt0986264	2	nm0451148	actor	\N	["Ram Shankar Nikumbh"]
tt0986264	3	nm1538116	actress	\N	["Maya Awasthi"]
tt0986264	4	nm1479650	actor	\N	["Nandkishore Awasthi"]
tt0986264	5	nm1244760	director	\N	\N
tt0986329	1	nm2590318	actor	\N	["Preetham"]
tt0986329	2	nm2591225	actress	\N	["Nandini"]
tt0986329	3	nm3261450	actor	\N	\N
tt0986329	4	nm0619047	actor	\N	["Major Subbaiah"]
tt0986329	5	nm1680229	director	\N	\N
tt0986329	6	nm2587360	producer	producer	\N
tt0988108	1	nm2424610	actor	\N	["Kaspar"]
tt0988108	2	nm2596976	actor	\N	["Joosep"]
tt0988108	3	nm2596491	actor	\N	["Anders"]
tt0988108	4	nm2594643	actress	\N	["Thea"]
tt0988108	5	nm0704664	director	\N	\N
tt0993846	10	nm0863374	producer	producer	\N
tt0993846	1	nm0000138	actor	\N	["Jordan Belfort"]
tt0993846	2	nm1706767	actor	\N	["Donnie Azoff"]
tt0993846	3	nm3053338	actress	\N	["Naomi Lapaglia"]
tt0993846	4	nm0000190	actor	\N	["Mark Hanna"]
tt0993846	5	nm0000217	director	\N	\N
tt0993846	8	nm4265383	producer	producer	\N
tt0993846	9	nm2110175	producer	producer	\N
tt1010048	1	nm2353862	actor	\N	["Older Jamal"]
tt1010048	2	nm2951768	actress	\N	["Older Latika"]
tt1010048	3	nm0795661	actor	\N	["Sergeant Srinivas"]
tt1010048	4	nm0438463	actor	\N	["Prem"]
tt1010048	5	nm0000965	director	\N	\N
tt1010048	6	nm0849164	director	co-director: India	\N
tt1010048	9	nm1384503	producer	producer	\N
tt1014762	1	nm0037867	actor	\N	["Narrator"]
tt1014762	2	nm0000335	actress	\N	["Narrator"]
tt1014762	3	nm0303826	actor	\N	["Narrator"]
tt1014762	8	nm0000108	producer	producer	\N
tt1015246	5	nm2677176	director	\N	\N
tt1015246	6	nm1671971	director	\N	\N
tt1028532	1	nm0000152	actor	\N	["Parker Wilson"]
tt1028532	2	nm0000260	actress	\N	["Cate Wilson"]
tt1028532	3	nm0846480	actor	\N	["Ken"]
tt1028532	4	nm2105255	actress	\N	["Andy"]
tt1028532	5	nm0002120	director	\N	\N
tt1028532	8	nm0426440	producer	producer	\N
tt1028532	9	nm2663731	producer	producer	\N
tt1029172	1	nm0683400	self	\N	["Himself"]
tt1029172	2	nm2017945	self	\N	["Himself"]
tt1029172	5	nm1313338	director	\N	\N
tt1029172	6	nm0189423	director	\N	\N
tt1029172	7	nm0950153	producer	producer	\N
tt1034053	1	nm1335387	actor	\N	["Karthik"]
tt1034053	2	nm0433392	actress	\N	["Archana"]
tt1034053	3	nm0695177	actor	\N	["Vijay Kumar"]
tt1034053	4	nm0841915	actress	\N	["Sheela"]
tt1034053	5	nm1701255	director	\N	\N
tt1039647	1	nm1886635	self	\N	["Himself - Host"]
tt1039647	2	nm2470901	self	\N	["Himself - Author & Former 'Pot TV' Manager"]
tt1039647	3	nm2295862	self	\N	["Himself - Former Editor, High Times"]
tt1039647	4	nm5173656	self	\N	["Herself - Activist"]
tt1039647	5	nm1622441	director	\N	\N
tt1039647	6	nm2671609	producer	producer	\N
tt1039647	7	nm2670116	producer	line producer	\N
tt1049413	1	nm0000799	actor	\N	["Carl Fredricksen"]
tt1049413	2	nm2973712	actor	\N	["Russell"]
tt1049413	3	nm0001652	actor	\N	["Construction Foreman Tom"]
tt1049413	4	nm0001626	actor	\N	["Charles Muntz"]
tt1049413	5	nm0230032	director	\N	\N
tt1049413	6	nm0677037	director	co-director	\N
tt1049413	8	nm0729304	producer	producer	\N
tt1068956	1	nm0787030	actor	\N	["Mansoor Hussain Khan"]
tt1068956	2	nm2717565	actor	\N	["Sarmad Hussain Khan"]
tt1068956	3	nm2718051	actress	\N	["Mary Hussain Shah","Mariam"]
tt1068956	4	nm2456410	actress	\N	["Janie"]
tt1068956	5	nm2716176	director	\N	\N
tt1069238	1	nm0609403	actor	\N	["Daigo Kobayashi"]
tt1069238	2	nm0386414	actress	\N	["Mika Kobayashi"]
tt1069238	3	nm0945734	actor	\N	["Ikuei Sasaki"]
tt1069238	4	nm0949097	actress	\N	["Tsuyako Yamashita"]
tt1069238	5	nm0847690	director	\N	\N
tt1069238	7	nm0620457	producer	producer	\N
tt1069238	8	nm3341611	producer	producer	\N
tt1069238	9	nm0913784	producer	producer	\N
tt1087578	1	nm0008346	actor	\N	["Ryota Yokoyama"]
tt1087578	2	nm0622407	actress	\N	["Yukari Yokoyama"]
tt1087578	3	nm1645591	actress	\N	["Chinami Kataoka"]
tt1087578	4	nm0847146	actor	\N	["Nobuo Kataoka"]
tt1087578	5	nm0466153	director	\N	\N
tt1087578	6	nm0441411	producer	producer	\N
tt1087578	7	nm1460332	producer	producer	\N
tt1094594	1	nm2379905	self	\N	["Herself"]
tt1094594	2	nm3919539	self	\N	["Herself"]
tt1094594	3	nm1743706	self	\N	["Himself"]
tt1094594	4	nm1743714	self	\N	["Himself"]
tt1094594	5	nm0213450	director	\N	\N
tt1094594	6	nm0078950	producer	producer	\N
tt1094594	7	nm2759730	producer	producer	\N
tt1097256	1	nm10189608	self	\N	["Himself"]
tt1097256	2	nm10189609	self	\N	["Himself"]
tt1097256	3	nm10189610	self	\N	["Herself"]
tt1097256	4	nm1286892	director	\N	\N
tt1097256	5	nm2671619	producer	producer	\N
tt1113829	2	nm0005200	self	\N	["Himself"]
tt1113829	4	nm0823592	self	\N	["Himself"]
tt1113829	5	nm0000217	director	\N	\N
tt1113829	6	nm1450072	producer	producer	\N
tt1113829	7	nm0801691	producer	producer	\N
tt1128075	1	nm2597963	actor	\N	["Yû"]
tt1128075	2	nm2098603	actress	\N	["Yôko"]
tt1128075	3	nm2747232	actress	\N	["Koike"]
tt1128075	4	nm2676743	actor	\N	["Yûji"]
tt1128075	5	nm0814469	director	\N	\N
tt1128075	6	nm0880854	producer	producer	\N
tt1129435	1	nm0889513	self	\N	["Herself"]
tt1129435	2	nm3262029	self	\N	["Himself"]
tt1129435	3	nm3240092	self	\N	["Himself"]
tt1129435	4	nm3259550	self	\N	["Himself"]
tt1130884	10	nm1103781	producer	producer	\N
tt1130884	1	nm0000138	actor	\N	["Teddy Daniels"]
tt1130884	2	nm0607865	actress	\N	["Rachel 1"]
tt1130884	3	nm0749263	actor	\N	["Chuck Aule"]
tt1130884	4	nm0001426	actor	\N	["Dr. Cawley"]
tt1130884	5	nm0000217	director	\N	\N
tt1130884	8	nm1329482	producer	producer	\N
tt1130884	9	nm0005219	producer	producer	\N
tt1152758	1	nm0473936	self	\N	["Himself"]
tt1152758	3	nm2879187	self	\N	["Himself - Father"]
tt1152758	4	nm2879706	self	\N	["Herself - Mother"]
tt1157720	1	nm3465013	self	\N	["Himself"]
tt1157720	2	nm2215055	self	\N	["Himself"]
tt1157720	3	nm2605106	self	\N	["Himself"]
tt1157720	4	nm2605032	self	\N	["Himself"]
tt1157720	5	nm0034820	director	\N	\N
tt1157720	7	nm1242191	producer	producer	\N
tt1157720	8	nm0798831	producer	producer	\N
tt1171701	1	nm1759049	actor	\N	["Cpt. Mete"]
tt1171701	2	nm3103879	actor	\N	["Srg. Ilker Cavus"]
tt1171701	3	nm2461192	actor	\N	["First Lieutenant Baris"]
tt1171701	4	nm3104035	actor	\N	["Resul"]
tt1171701	5	nm2896395	director	\N	\N
tt1178197	10	nm0387764	producer	producer	\N
tt1178197	1	nm0543547	actor	\N	["Bai Dan"]
tt1178197	2	nm1030925	actor	\N	["Alexander 'Sashko' Georgiev"]
tt1178197	3	nm1086175	actor	\N	["Vasil 'Vasko' Georgiev"]
tt1178197	4	nm1004808	actress	\N	["Yana Georgieva"]
tt1178197	5	nm0464526	director	\N	\N
tt1178197	9	nm0062362	producer	producer	\N
tt1180583	1	nm1421814	actor	\N	["Krishnan","Suriya"]
tt1180583	2	nm0801264	actress	\N	["Malini Krishnan"]
tt1180583	3	nm1631667	actress	\N	["Priya"]
tt1180583	4	nm1213820	actress	\N	["Meghana"]
tt1180583	5	nm1069826	director	\N	\N
tt1180583	7	nm1351624	producer	producer	\N
tt1183919	2	nm0005187	self	\N	["Himself"]
tt1183919	3	nm0549138	self	\N	["Herself"]
tt1183919	4	nm0166580	self	\N	["Himself"]
tt1183919	5	nm0531817	director	\N	\N
tt1183919	6	nm0824395	producer	producer	\N
tt1185616	1	nm0284369	self	\N	["Himself"]
tt1185616	2	nm2924645	self	\N	["Himself - Interviewee"]
tt1185616	3	nm2923235	self	\N	["Himself - Interviewee"]
tt1185616	4	nm0803348	self	\N	["Himself - Interviewee"]
tt1185616	5	nm2924413	producer	producer	\N
tt1187043	1	nm0451148	actor	\N	["Ranchoddas 'Rancho' Shyamaldas Chanchad","Phunsukh Wangdu"]
tt1187043	2	nm0534856	actor	\N	["Farhan Qureshi"]
tt1187043	3	nm1587175	actress	\N	["Mona"]
tt1187043	4	nm0430817	actor	\N	["Raju Rastogi"]
tt1187043	5	nm0386246	director	\N	\N
tt1188996	1	nm0451321	actor	\N	["Rizvan Khan"]
tt1188996	2	nm0004418	actress	\N	["Mandira Khan"]
tt1188996	3	nm2974366	actress	\N	["Radha"]
tt1188996	4	nm1995953	actress	\N	["Sarah Garrick"]
tt1188996	5	nm0424103	director	\N	\N
tt1188996	8	nm0424101	producer	producer	\N
tt1188996	9	nm0451215	producer	producer	\N
tt1194437	1	nm1172116	actor	\N	["Darren McWarren"]
tt1194437	2	nm1173594	actor	\N	["Ben Baxter"]
tt1194437	3	nm1812308	actress	\N	["Cindy"]
tt1194437	4	nm0219664	actor	\N	["Bruce"]
tt1194437	5	nm1171300	director	\N	\N
tt1194437	6	nm1094273	producer	producer	\N
tt1194620	1	nm2941325	actress	\N	["Mara"]
tt1194620	2	nm2308578	actor	\N	["Iancu"]
tt1194620	3	nm0855256	actor	\N	["Grigore Aschie"]
tt1194620	4	nm0082764	actor	\N	["Gogonea"]
tt1194620	5	nm0538855	director	\N	\N
tt1194620	7	nm0667447	producer	producer	\N
tt1201607	1	nm0705356	actor	\N	["Harry Potter"]
tt1201607	2	nm0914612	actress	\N	["Hermione Granger"]
tt1201607	3	nm0342488	actor	\N	["Ron Weasley"]
tt1201607	4	nm0002091	actor	\N	["Professor Albus Dumbledore"]
tt1201607	5	nm0946734	director	\N	\N
tt1201607	8	nm0057655	producer	producer	\N
tt1201607	9	nm0382268	producer	producer	\N
tt1205489	1	nm0000142	actor	\N	["Walt Kowalski"]
tt1205489	2	nm3057402	actor	\N	["Thao"]
tt1205489	3	nm1542291	actor	\N	["Father Janovich"]
tt1205489	4	nm3115704	actress	\N	["Sue"]
tt1205489	7	nm0314088	producer	producer	\N
tt1205489	8	nm0520749	producer	producer	\N
tt1220719	1	nm0947447	actor	\N	["Ip Man"]
tt1220719	2	nm0945189	actor	\N	["Quan"]
tt1220719	3	nm0266658	actor	\N	["Jin"]
tt1220719	4	nm0482628	actor	\N	["Li"]
tt1220719	5	nm0948159	director	\N	\N
tt1220719	8	nm2260417	producer	executive producer	\N
tt1249171	1	nm1322140	self	\N	["Himself"]
tt1249171	2	nm2756765	self	\N	["Himself"]
tt1249171	3	nm2323740	self	\N	["Himself"]
tt1249171	4	nm0146747	self	\N	["Himself"]
tt1249171	5	nm0242757	director	\N	\N
tt1249171	6	nm1083864	director	\N	\N
tt1255953	1	nm0044073	actress	\N	["Nawal Marwan"]
tt1255953	2	nm0246386	actress	\N	["Jeanne Marwan"]
tt1255953	3	nm0309945	actor	\N	["Simon Marwan"]
tt1255953	4	nm1323233	actor	\N	["Barbier de la Milice","Officer Milice Chrétienne"]
tt1255953	5	nm0898288	director	\N	\N
tt1255953	8	nm0246404	producer	producer	\N
tt1255953	9	nm0566919	producer	producer	\N
tt1260502	1	nm0848968	actress	\N	["Motoko Kusanagi"]
tt1260502	2	nm0960033	actor	\N	["Batou"]
tt1260502	3	nm0945290	actor	\N	["Togusa"]
tt1260502	4	nm0312656	actor	\N	["Section 6 Department Chief Nakamura"]
tt1260502	5	nm0651900	director	\N	\N
tt1260502	8	nm0411070	producer	producer	\N
tt1260502	9	nm0559526	producer	producer	\N
tt1261047	1	nm1946407	actor	\N	["Dukey Bana"]
tt1261047	2	nm1758779	actor	\N	["Dilip Kumar Singh"]
tt1261047	3	nm1670659	actress	\N	["Anuja"]
tt1261047	4	nm1795232	actor	\N	["Rajendar Bhati"]
tt1261047	5	nm0440604	director	\N	\N
tt1261047	8	nm0788872	producer	associate producer	\N
tt1261047	9	nm2290545	producer	producer	\N
tt1277737	1	nm0013037	actress	\N	["Zahra"]
tt1277737	2	nm0001029	actor	\N	["Freidoune Sahebjam"]
tt1277737	3	nm2236560	actress	\N	["Soraya M."]
tt1277737	4	nm1041023	actor	\N	["Ali"]
tt1277737	5	nm0637493	director	\N	\N
tt1277737	8	nm0568544	producer	producer	\N
tt1277737	9	nm0791803	producer	producer	\N
tt1278060	1	nm0757087	actress	\N	["Shiki Ryogi"]
tt1278060	2	nm0840720	actor	\N	["Mikiya Kokutou"]
tt1278060	3	nm0393109	actress	\N	["Touko Aozaki"]
tt1278060	4	nm0620124	actor	\N	["Souren Araya"]
tt1278060	5	nm3104411	director	\N	\N
tt1278060	8	nm3309461	producer	producer	\N
tt1278060	9	nm2137662	producer	producer	\N
tt1280558	1	nm0451600	actor	\N	["Prakash Rathod"]
tt1280558	2	nm0787462	actor	\N	["The Common Man"]
tt1280558	3	nm0792116	actor	\N	["Arif Khan"]
tt1280558	4	nm2064201	actress	\N	["Naina Roy"]
tt1280558	5	nm3109770	director	\N	\N
tt1280558	6	nm1871564	producer	producer	\N
tt1280558	7	nm2331001	producer	producer	\N
tt1280558	8	nm0780098	producer	producer	\N
tt1282139	1	nm0082211	actor	\N	["Necip"]
tt1282139	2	nm0083777	actor	\N	["Gunduz"]
tt1282139	3	nm2515650	actor	\N	["Mr. Kline - US Embassy"]
tt1282139	4	nm0246969	actor	\N	["Hayati"]
tt1282139	5	nm1376035	director	\N	\N
tt1282139	7	nm3113642	producer	producer	\N
tt1282371	10	nm3988218	actor	\N	["Psychiatrist"]
tt1282371	1	nm1218629	actor	\N	["Hassan Salah Eddin Zeidan"]
tt1282371	2	nm1475261	actress	\N	["Farida","Mariem"]
tt1282371	3	nm0375990	actor	\N	["Salah Eddin Zeidan"]
tt1282371	4	nm1695459	actress	\N	["Nawal"]
tt1282371	5	nm0580727	director	\N	\N
tt1282371	7	nm3111326	producer	producer	\N
tt1291584	1	nm0362766	actor	\N	["Tommy Conlon"]
tt1291584	2	nm0000560	actor	\N	["Paddy Conlon"]
tt1291584	3	nm0249291	actor	\N	["Brendan Conlon"]
tt1291584	4	nm0607185	actress	\N	["Tess Conlon"]
tt1291584	5	nm0640334	director	\N	\N
tt1291584	8	nm0640345	producer	producer	\N
tt1294182	1	nm3179756	self	\N	["Himself"]
tt1294182	2	nm3179796	self	\N	["Himself"]
tt1294182	3	nm3179733	self	\N	["Herself"]
tt1294182	4	nm1677786	self	\N	["Himself"]
tt1294182	5	nm0394233	director	\N	\N
tt1294182	6	nm2149484	producer	producer	\N
tt1294182	7	nm1720690	producer	producer	\N
tt1305806	1	nm0201857	actor	\N	["Benjamín Esposito"]
tt1305806	2	nm0897845	actress	\N	["Irene Menéndez Hastings"]
tt1305806	3	nm0706567	actor	\N	["Ricardo Morales"]
tt1305806	4	nm3587952	actress	\N	["Liliana Coloto"]
tt1305806	5	nm0002728	director	\N	\N
tt1305806	7	nm0079065	producer	producer	\N
tt1305871	1	nm0834379	actor	\N	["narrator in English version"]
tt1305871	2	nm3119739	self	\N	["Himself, Russian dissident"]
tt1305871	4	nm3207865	self	\N	["Himself, historian, University of Cambridge"]
tt1305871	5	nm3159991	director	\N	\N
tt1305871	6	nm3159949	producer	producer	\N
tt1313104	1	nm0639337	self	\N	["Himself"]
tt1313104	2	nm3174775	self	\N	["Himself"]
tt1313104	3	nm0428194	self	\N	["Himself"]
tt1313104	4	nm4500133	self	\N	["Himself"]
tt1313104	6	nm0243462	producer	producer	\N
tt1313104	7	nm0001770	producer	producer	\N
tt1320254	1	nm2370297	director	\N	\N
tt1320254	2	nm1668285	director	\N	\N
tt1320254	3	nm0406444	producer	producer	\N
tt1320254	4	nm3189323	producer	producer	\N
tt1320254	5	nm0815265	producer	producer	\N
tt1327035	1	nm1867717	actor	\N	["Dev","Devindra Dhillon"]
tt1327035	2	nm2977124	actress	\N	["Paro","Parminder"]
tt1327035	3	nm3202701	actress	\N	["Leni","Chanda"]
tt1327035	4	nm0080349	actor	\N	["Chunni"]
tt1327035	5	nm0440604	director	\N	\N
tt1327035	8	nm0780098	producer	producer	\N
tt1327819	10	nm5429456	self	\N	["Himself - Wellspring Psychologist"]
tt1327819	2	nm0675017	self	\N	["Herself - Evan's Mother"]
tt1327819	3	nm0675094	self	\N	["Himself - Evan's Father"]
tt1327819	4	nm2053353	self	\N	["Himself - Evan's Half-Brother"]
tt1327819	7	nm2768400	self	\N	["Herself - Teacher"]
tt1327819	8	nm5429581	self	\N	["Himself - Doctor"]
tt1327819	9	nm5428748	self	\N	["Herself - Psychologist"]
tt1333634	2	nm4472794	self	\N	["Himself"]
tt1333634	3	nm1238989	self	\N	["Herself"]
tt1333634	4	nm0960312	director	\N	\N
tt1333634	5	nm0502208	producer	producer	\N
tt1345836	10	nm0858799	producer	producer	\N
tt1345836	1	nm0000288	actor	\N	["Bruce Wayne"]
tt1345836	2	nm0362766	actor	\N	["Bane"]
tt1345836	3	nm0004266	actress	\N	["Selina"]
tt1345836	4	nm0000198	actor	\N	["Commissioner Gordon"]
tt1345836	5	nm0634240	director	\N	\N
tt1345836	9	nm0746273	producer	producer	\N
tt1360860	1	nm0267042	actress	\N	["Sepideh"]
tt1360860	2	nm1486911	actor	\N	["Ahmad"]
tt1360860	3	nm1267552	actress	\N	["Elly"]
tt1360860	4	nm0953423	actress	\N	["Shohreh"]
tt1360860	5	nm1410815	director	\N	\N
tt1360860	7	nm3752010	producer	producer	\N
tt1360860	8	nm3732846	producer	producer	\N
tt1361558	1	nm1442043	self	\N	["Themselves"]
tt1361558	2	nm0988883	self	\N	["Himself"]
tt1361558	3	nm0143609	self	\N	["Himself"]
tt1361558	4	nm0225503	self	\N	["Himself"]
tt1361558	5	nm0242757	director	\N	\N
tt1361558	6	nm1083864	director	\N	\N
tt1375666	1	nm0000138	actor	\N	["Cobb"]
tt1375666	2	nm0330687	actor	\N	["Arthur"]
tt1375666	3	nm0680983	actress	\N	["Ariadne"]
tt1375666	4	nm0913822	actor	\N	["Saito"]
tt1375666	5	nm0634240	director	\N	\N
tt1375666	6	nm0858799	producer	producer	\N
tt1392190	10	nm0900840	producer	producer	\N
tt1392190	1	nm0362766	actor	\N	["Max Rockatansky"]
tt1392190	2	nm0000234	actress	\N	["Imperator Furiosa"]
tt1392190	3	nm0396558	actor	\N	["Nux"]
tt1392190	4	nm2368789	actress	\N	["Toast the Knowing"]
tt1392190	5	nm0004306	director	\N	\N
tt1392190	9	nm0593294	producer	producer	\N
tt1392214	10	nm0467255	producer	producer	\N
tt1392214	1	nm0413168	actor	\N	["Keller Dover"]
tt1392214	2	nm0350453	actor	\N	["Detective Loki"]
tt1392214	3	nm0205626	actress	\N	["Nancy Birch"]
tt1392214	4	nm0502425	actress	\N	["Holly Jones"]
tt1392214	5	nm0898288	director	\N	\N
tt1392214	7	nm0204987	producer	producer	\N
tt1392214	8	nm0424663	producer	producer	\N
tt1392214	9	nm2221807	producer	producer	\N
tt1417299	1	nm0352032	actor	\N	["Anonymous"]
tt1417299	2	nm0482320	actor	\N	["I. G. Raghavan Maraar"]
tt1417299	3	nm0893142	actor	\N	["Commissioner Eashwar Prasad (Telugu version)"]
tt1417299	4	nm0482285	actress	\N	["Chief Secretary to CM of TN"]
tt1417299	5	nm3442103	director	\N	\N
tt1417592	1	nm0891641	self	\N	["Himself"]
tt1417592	2	nm0331600	self	\N	["Himself"]
tt1417592	3	nm0024610	self	\N	["Himself"]
tt1417592	4	nm0001081	self	\N	["Himself"]
tt1417592	5	nm0193410	producer	producer	\N
tt1417592	6	nm0278817	producer	producer	\N
tt1417592	7	nm4056377	producer	producer	\N
tt1417592	8	nm1365879	producer	producer	\N
tt1419318	1	nm0161546	self	\N	["Himself"]
tt1419318	2	nm0178088	self	\N	["Himself"]
tt1419318	3	nm0286040	self	\N	["Himself"]
tt1419318	4	nm0004939	self	\N	["Himself"]
tt1419318	5	nm1157811	director	\N	\N
tt1419318	6	nm1096250	producer	producer	\N
tt1419318	7	nm1427166	producer	producer	\N
tt1424432	10	nm0310813	producer	producer	\N
tt1424432	2	nm1169354	self	\N	["Himself"]
tt1424432	3	nm2604029	self	\N	["Himself"]
tt1424432	4	nm2651182	self	\N	["Himself"]
tt1424432	5	nm0438090	director	\N	\N
tt1424432	7	nm7188547	producer	producer	\N
tt1424432	8	nm0079677	producer	producer	\N
tt1424432	9	nm0271479	producer	producer	\N
tt1430836	1	nm0534856	actor	\N	["R. Manohar"]
tt1430836	2	nm1911617	actress	\N	["Priya"]
tt1430836	3	nm0764853	actress	\N	["Manohar's Mother"]
tt1430836	4	nm0451561	actor	\N	["Dr. Balu"]
tt1430836	5	nm1653460	director	\N	\N
tt1430836	7	nm3011719	producer	producer	\N
tt1431045	1	nm0005351	actor	\N	["Wade","Deadpool"]
tt1431045	2	nm1072555	actress	\N	["Vanessa"]
tt1431045	3	nm2554352	actor	\N	["Weasel"]
tt1431045	4	nm4534098	actor	\N	["Ajax"]
tt1431045	5	nm1783265	director	\N	\N
tt1454029	1	nm1297015	actress	\N	["Skeeter Phelan"]
tt1454029	2	nm0205626	actress	\N	["Aibileen Clark"]
tt1454029	3	nm0818055	actress	\N	["Minny Jackson"]
tt1454029	4	nm0397171	actress	\N	["Hilly Holbrook"]
tt1454029	5	nm0853238	director	\N	\N
tt1454029	7	nm0055431	producer	producer	\N
tt1454029	8	nm0001060	producer	producer	\N
tt1454029	9	nm0337676	producer	producer	\N
tt1487275	1	nm2748827	self	\N	["Himself"]
tt1487275	2	nm2728902	actress	\N	["Concert audience"]
tt1487275	3	nm1226421	actor	\N	\N
tt1487275	4	nm1353108	actress	\N	\N
tt1487275	5	nm0540148	director	\N	\N
tt1487275	6	nm1700521	producer	producer	\N
tt1487275	7	nm0765308	producer	producer	\N
tt1496729	1	nm3164292	actor	\N	["Pasupathy"]
tt1496729	2	nm0006763	actor	\N	["Singa Perumal"]
tt1496729	3	nm1796390	actor	\N	["Sappai"]
tt1496729	4	nm3586278	actress	\N	["Subbu"]
tt1496729	5	nm3586222	director	\N	\N
tt1496729	6	nm1335574	producer	producer	\N
tt1499666	1	nm1045684	actor	\N	["Male Kim","Kim Seong-geun"]
tt1499666	2	nm1585573	actress	\N	["Female Kim","Kim Jung-yeon"]
tt1499666	3	nm2433514	actor	\N	\N
tt1499666	4	nm1219237	actress	\N	["Female Kim's Mom"]
tt1499666	5	nm1409622	director	\N	\N
tt1499666	6	nm0453617	producer	producer	\N
tt1501298	1	nm1883318	actor	\N	["Prabhakar"]
tt1501298	2	nm3592766	actress	\N	["Anandhi"]
tt1501298	3	nm1420619	actor	\N	["Yuvaan-Suang"]
tt1501298	4	nm1386816	actor	\N	["Poobaal Raavar"]
tt1501298	5	nm3591496	director	\N	\N
tt1501298	6	nm3592632	producer	producer	\N
tt1501298	7	nm3591848	producer	producer	\N
tt1504320	1	nm0000147	actor	\N	["King George VI"]
tt1504320	2	nm0001691	actor	\N	["Lionel Logue"]
tt1504320	3	nm0000307	actress	\N	["Queen Elizabeth"]
tt1504320	4	nm0001394	actor	\N	["Archbishop Cosmo Lang"]
tt1504320	5	nm0393799	director	\N	\N
tt1504320	7	nm2096617	producer	producer	\N
tt1504320	8	nm0792431	producer	producer	\N
